id,total_pop,white_population,african_american_pop,american_indian_alaska_native_pop,asian_pop,hawaiin_other_pacific_pop,other_race,two_or_more_races,County,State,Location
0500000US36053,71849.0,68113.0,2015.0,21.0,489.0,0.0,89.0,1122.0,Madison, New York,"(42.986917, -75.720031)"
0500000US36055,749600.0,570572.0,118054.0,3564.0,29177.0,99.0,10714.0,17420.0,Monroe, New York,"(43.161748, -77.620143)"
0500000US36057,49642.0,43120.0,591.0,42.0,526.0,0.0,3794.0,1569.0,Montgomery, New York,"(42.933637, -74.341972)"
0500000US36059,1361350.0,934951.0,161031.0,2675.0,125694.0,116.0,96174.0,40709.0,Nassau, New York,"(40.715749, -73.601185)"
0500000US36061,1644518.0,927335.0,242485.0,5653.0,200997.0,695.0,194722.0,72631.0,New York, New York,"(40.726966, -74.005966)"
0500000US36063,212652.0,185129.0,15160.0,1485.0,2853.0,0.0,2134.0,5891.0,Niagara, New York,"(43.134634, -78.856419)"
0500000US36065,232500.0,197395.0,12862.0,593.0,9268.0,533.0,4705.0,7144.0,Oneida, New York,"(43.149482, -75.361773)"
0500000US36067,468463.0,375090.0,51850.0,3022.0,17422.0,169.0,4861.0,16049.0,Onondaga, New York,"(43.065629, -76.168033)"
0500000US36069,109561.0,102195.0,3577.0,42.0,1707.0,91.0,1063.0,886.0,Ontario, New York,"(42.894571, -77.252045)"
0500000US36071,377647.0,277839.0,40664.0,1461.0,9508.0,55.0,37578.0,10542.0,Orange, New York,"(41.422459, -74.241929)"
0500000US36073,41582.0,36909.0,2688.0,176.0,289.0,0.0,724.0,796.0,Orleans, New York,"(43.248394, -78.218438)"
0500000US36075,120146.0,115345.0,791.0,160.0,966.0,0.0,803.0,2081.0,Oswego, New York,"(43.39123, -76.31133)"
0500000US36077,60636.0,56803.0,1364.0,155.0,998.0,0.0,417.0,899.0,Otsego, New York,"(42.564852, -75.060334)"
0500000US36079,99042.0,87642.0,2815.0,318.0,2173.0,42.0,3467.0,2585.0,Putnam, New York,"(41.41131, -73.717443)"
0500000US36081,2339150.0,917559.0,425453.0,9780.0,591840.0,451.0,313989.0,80078.0,Queens, New York,"(40.749338, -73.789673)"
0500000US36083,160266.0,139035.0,10090.0,119.0,4386.0,0.0,627.0,6009.0,Rensselaer, New York,"(42.70098, -73.628669)"
0500000US36085,474558.0,354859.0,50436.0,888.0,39628.0,280.0,17763.0,10704.0,Richmond, New York,"(40.566763, -74.148102)"
0500000US36087,326037.0,225743.0,41472.0,320.0,20003.0,59.0,28702.0,9738.0,Rockland, New York,"(41.127287, -74.017033)"
0500000US36089,111007.0,102843.0,2480.0,713.0,1219.0,0.0,1286.0,2466.0,St. Lawrence, New York,"(44.689468, -75.242045)"
0500000US36091,226249.0,210629.0,3664.0,146.0,6704.0,65.0,1338.0,3703.0,Saratoga, New York,"(43.00894, -73.786779)"
0500000US36093,154604.0,118714.0,15094.0,164.0,7200.0,0.0,6091.0,7341.0,Schenectady, New York,"(42.809233, -73.946838)"
0500000US36099,34833.0,31944.0,1353.0,20.0,258.0,0.0,249.0,1009.0,Seneca, New York,"(42.833627, -76.82753)"
0500000US36101,97631.0,92559.0,1724.0,54.0,1659.0,10.0,481.0,1144.0,Steuben, New York,"(42.270053, -77.324618)"
0500000US36103,1501587.0,1211538.0,116194.0,2489.0,62769.0,276.0,68703.0,39618.0,Suffolk, New York,"(40.820237, -73.119032)"
0500000US36105,74877.0,59702.0,6673.0,64.0,1460.0,0.0,4218.0,2760.0,Sullivan, New York,"(41.705166, -74.711705)"
0500000US36107,49453.0,47593.0,216.0,0.0,500.0,0.0,448.0,696.0,Tioga, New York,"(42.120252, -76.29595)"
0500000US36109,104926.0,84161.0,2894.0,563.0,11332.0,0.0,1245.0,4731.0,Tompkins, New York,"(42.461024, -76.478784)"
0500000US36111,180143.0,153351.0,11145.0,324.0,3805.0,318.0,4834.0,6366.0,Ulster, New York,"(41.848374, -74.099412)"
0500000US36113,64688.0,61731.0,918.0,278.0,688.0,0.0,244.0,829.0,Warren, New York,"(43.403024, -73.716044)"
0500000US36115,62230.0,58541.0,1977.0,35.0,199.0,0.0,374.0,1104.0,Washington, New York,"(43.289513, -73.454761)"
0500000US36117,91446.0,85292.0,3110.0,194.0,559.0,318.0,778.0,1195.0,Wayne, New York,"(43.144336, -77.117995)"
0500000US36119,976396.0,648511.0,142311.0,2861.0,58978.0,338.0,94465.0,28932.0,Westchester, New York,"(41.039278, -73.805386)"
