race,date,meanIncome,county,percentage
mixed,2014,15209,Steuben,0
mixed,2014,14196,Suffolk,0
mixed,2014,9867,Sullivan,0
mixed,2014,0,Tompkins,0
mixed,2014,15632,Ulster,4
mixed,2014,0,Warren,0
mixed,2014,7422,Wayne,0
mixed,2014,24076,Westchester,0
latino,2014,19878,Albany,0
latino,2014,14623,Bronx,0
latino,2014,12336,Broome,0
latino,2014,8948,Cattaraugus,2
latino,2014,10586,Cayuga,0
latino,2014,9841,Chautauqua,7
latino,2014,14567,Chemung,0
latino,2014,4845,Clinton,0
latino,2014,22401,Dutchess,0
latino,2014,13787,Erie,0
latino,2014,10874,Jefferson,0
latino,2014,17908,Kings,0
latino,2014,10438,Livingston,0
latino,2014,4980,Madison,2
latino,2014,14344,Monroe,0
latino,2014,23295,Nassau,0
latino,2014,21614,New York,0
latino,2014,11291,Niagara,0
latino,2014,9962,Oneida,0
latino,2014,14337,Onondaga,0
latino,2014,15028,Ontario,0
latino,2014,20619,Orange,0
latino,2014,13471,Oswego,0
latino,2014,21410,Putnam,13
latino,2014,20040,Queens,28
latino,2014,11990,Rensselaer,0
latino,2014,21986,Richmond,0
latino,2014,20937,Rockland,0
latino,2014,8038,St. Lawrence,0
latino,2014,21864,Saratoga,0
latino,2014,12773,Schenectady,0
latino,2014,14883,Steuben,0
latino,2014,21728,Suffolk,0
latino,2014,18375,Sullivan,0
latino,2014,13034,Tompkins,0
latino,2014,13954,Ulster,0
latino,2014,0,Warren,0
latino,2014,15305,Wayne,4
latino,2014,23822,Westchester,0
total,2015,33551,Albany,100
total,2015,18880,Bronx,100
total,2015,25783,Broome,100
total,2015,21270,Cattaraugus,100
total,2015,27232,Cayuga,100
total,2015,23578,Chautauqua,100
total,2015,26372,Chemung,100
total,2015,22553,Clinton,100
total,2015,34269,Dutchess,100
total,2015,29594,Erie,100
total,2015,23872,Jefferson,100
total,2015,28898,Kings,100
total,2015,25288,Livingston,100
total,2015,27551,Madison,100
total,2015,30073,Monroe,100
total,2015,44358,Nassau,100
total,2015,67255,New York,100
total,2015,27529,Niagara,100
total,2015,27216,Oneida,100
total,2015,30691,Onondaga,100
total,2015,33987,Ontario,100
total,2015,31609,Orange,100
total,2015,23949,Oswego,100
total,2015,39455,Putnam,100
total,2015,27778,Queens,100
total,2015,32551,Rensselaer,100
total,2015,31284,Richmond,100
total,2015,34662,Rockland,100
total,2015,21718,St. Lawrence,100
total,2015,36182,Saratoga,100
total,2015,29998,Schenectady,100
total,2015,27080,Steuben,100
total,2015,38599,Suffolk,100
total,2015,28292,Sullivan,100
total,2015,29738,Tompkins,100
total,2015,30010,Ulster,100
total,2015,30178,Warren,100
total,2015,26766,Wayne,100
total,2015,50046,Westchester,100
white,2015,37346,Albany,0
white,2015,26372,Bronx,0
white,2015,27389,Broome,0
white,2015,22039,Cattaraugus,0
white,2015,28866,Cayuga,0
white,2015,24460,Chautauqua,93
white,2015,28099,Chemung,88
white,2015,23497,Clinton,0
white,2015,36974,Dutchess,0
white,2015,33253,Erie,0
white,2015,25048,Jefferson,0
white,2015,37631,Kings,0
white,2015,26411,Livingston,0
white,2015,28176,Madison,0
white,2015,34078,Monroe,0
white,2015,50722,Nassau,0
white,2015,92081,New York,0
white,2015,29468,Niagara,0
white,2015,29028,Oneida,0
white,2015,33471,Onondaga,0
white,2015,35257,Ontario,0
white,2015,34078,Orange,0
white,2015,24304,Oswego,96
white,2015,41646,Putnam,0
white,2015,33768,Queens,0
white,2015,35059,Rensselaer,0
white,2015,34253,Richmond,0
white,2015,38169,Rockland,0
white,2015,22814,St. Lawrence,0
white,2015,36346,Saratoga,0
white,2015,33444,Schenectady,0
white,2015,27478,Steuben,0
white,2015,41856,Suffolk,0
white,2015,32295,Sullivan,0
white,2015,32425,Tompkins,0
white,2015,32424,Ulster,0
white,2015,0,Warren,0
white,2015,27587,Wayne,0
white,2015,60191,Westchester,0
black,2015,21253,Albany,0
black,2015,19573,Bronx,0
black,2015,17548,Broome,0
black,2015,13970,Cattaraugus,0
black,2015,5964,Cayuga,0
black,2015,12265,Chautauqua,0
black,2015,12405,Chemung,0
black,2015,8832,Clinton,0
black,2015,22589,Dutchess,0
black,2015,16747,Erie,0
black,2015,15350,Jefferson,0
black,2015,22346,Kings,0
black,2015,0,Livingston,0
black,2015,17356,Madison,0
black,2015,15323,Monroe,0
black,2015,31139,Nassau,0
black,2015,26593,New York,0
black,2015,13886,Niagara,0
black,2015,16056,Oneida,0
black,2015,18328,Onondaga,0
black,2015,14959,Ontario,0
black,2015,25286,Orange,0
black,2015,0,Oswego,0
black,2015,12298,Putnam,0
black,2015,26179,Queens,0
black,2015,22183,Rensselaer,0
black,2015,20496,Richmond,0
black,2015,26871,Rockland,0
black,2015,6730,St. Lawrence,0
black,2015,28805,Saratoga,0
black,2015,15809,Schenectady,0
black,2015,18673,Steuben,0
black,2015,25597,Suffolk,0
black,2015,13479,Sullivan,0
black,2015,16220,Tompkins,0
black,2015,16033,Ulster,0
black,2015,0,Warren,0
black,2015,14967,Wayne,0
black,2015,29917,Westchester,0
native,2015,11144,Albany,0
native,2015,15839,Bronx,0
native,2015,13278,Broome,0
native,2015,13642,Cattaraugus,0
native,2015,13181,Cayuga,0
native,2015,8510,Chautauqua,0
native,2015,0,Chemung,0
native,2015,0,Clinton,0
native,2015,0,Dutchess,0
native,2015,12962,Erie,0
native,2015,24449,Jefferson,0
native,2015,18809,Kings,0
native,2015,0,Livingston,0
native,2015,0,Madison,0
native,2015,17635,Monroe,0
native,2015,24865,Nassau,0
native,2015,30797,New York,0
native,2015,16512,Niagara,0
native,2015,26492,Oneida,0
native,2015,35625,Onondaga,0
native,2015,0,Ontario,0
native,2015,40163,Orange,0
native,2015,34356,Oswego,0
native,2015,0,Putnam,0
native,2015,17808,Queens,0
native,2015,0,Rensselaer,0
native,2015,39653,Richmond,0
native,2015,0,Rockland,0
native,2015,21149,St. Lawrence,0
native,2015,0,Saratoga,0
native,2015,0,Schenectady,0
native,2015,0,Steuben,0
native,2015,28522,Suffolk,0
native,2015,0,Sullivan,0
native,2015,0,Tompkins,0
native,2015,0,Ulster,0
native,2015,0,Warren,0
native,2015,20282,Wayne,0
native,2015,33602,Westchester,0
asian,2015,26624,Albany,0
asian,2015,20849,Bronx,0
asian,2015,19315,Broome,0
asian,2015,18528,Cattaraugus,1
asian,2015,47249,Cayuga,0
asian,2015,23340,Chautauqua,0
asian,2015,29946,Chemung,0
asian,2015,27668,Clinton,0
asian,2015,47883,Dutchess,0
asian,2015,22335,Erie,0
asian,2015,21940,Jefferson,2
asian,2015,25016,Kings,0
asian,2015,18092,Livingston,0
asian,2015,0,Madison,0
asian,2015,27570,Monroe,0
asian,2015,41544,Nassau,0
asian,2015,59775,New York,0
asian,2015,30832,Niagara,0
asian,2015,29077,Oneida,4
asian,2015,27803,Onondaga,0
asian,2015,22316,Ontario,0
asian,2015,46027,Orange,0
asian,2015,20758,Oswego,0
asian,2015,31917,Putnam,0
asian,2015,25091,Queens,0
asian,2015,12267,Rensselaer,0
asian,2015,29164,Richmond,0
asian,2015,41587,Rockland,0
asian,2015,15442,St. Lawrence,0
asian,2015,40066,Saratoga,3
asian,2015,31565,Schenectady,0
asian,2015,35844,Steuben,0
asian,2015,35427,Suffolk,0
asian,2015,23473,Sullivan,0
asian,2015,25060,Tompkins,0
asian,2015,23815,Ulster,0
asian,2015,0,Warren,0
asian,2015,0,Wayne,0
asian,2015,53214,Westchester,6
islander,2015,0,Albany,0
islander,2015,0,Bronx,0
islander,2015,0,Broome,0
islander,2015,0,Cattaraugus,0
islander,2015,0,Cayuga,0
islander,2015,16540,Chautauqua,0
islander,2015,0,Chemung,0
islander,2015,0,Clinton,0
islander,2015,0,Dutchess,0
islander,2015,0,Erie,0
islander,2015,0,Jefferson,0
islander,2015,0,Kings,0
islander,2015,0,Livingston,0
islander,2015,0,Madison,0
islander,2015,0,Monroe,0
islander,2015,0,Nassau,0
islander,2015,15458,New York,0
islander,2015,0,Niagara,0
islander,2015,0,Oneida,0
islander,2015,0,Onondaga,0
islander,2015,0,Ontario,0
islander,2015,0,Orange,0
islander,2015,0,Oswego,0
islander,2015,0,Putnam,0
islander,2015,0,Queens,0
islander,2015,0,Rensselaer,0
islander,2015,0,Richmond,0
islander,2015,0,Rockland,0
islander,2015,0,St. Lawrence,0
islander,2015,0,Saratoga,0
islander,2015,0,Schenectady,0
islander,2015,0,Steuben,0
islander,2015,0,Suffolk,0
islander,2015,0,Sullivan,0
islander,2015,0,Tompkins,0
islander,2015,0,Ulster,0
islander,2015,0,Warren,0
islander,2015,0,Wayne,0
islander,2015,0,Westchester,0
other,2015,13386,Albany,0
other,2015,14153,Bronx,39
other,2015,13952,Broome,0
other,2015,0,Cattaraugus,0
other,2015,0,Cayuga,0
other,2015,14541,Chautauqua,0
other,2015,0,Chemung,0
other,2015,0,Clinton,0
other,2015,19017,Dutchess,5
other,2015,12989,Erie,0
other,2015,16926,Jefferson,1
other,2015,17465,Kings,0
other,2015,0,Livingston,0
other,2015,0,Madison,0
other,2015,18293,Monroe,0
other,2015,19117,Nassau,0
other,2015,20896,New York,0
other,2015,13167,Niagara,1
other,2015,8885,Oneida,2
other,2015,12916,Onondaga,1
other,2015,14910,Ontario,1
other,2015,20078,Orange,10
other,2015,8403,Oswego,0
other,2015,26236,Putnam,0
other,2015,19072,Queens,0
other,2015,19837,Rensselaer,0
other,2015,14414,Richmond,0
other,2015,17993,Rockland,0
other,2015,2979,St. Lawrence,0
other,2015,52757,Saratoga,0
other,2015,17582,Schenectady,0
other,2015,4703,Steuben,0
other,2015,17797,Suffolk,0
other,2015,7263,Sullivan,0
other,2015,12817,Tompkins,0
other,2015,14215,Ulster,0
other,2015,0,Warren,0
other,2015,27458,Wayne,0
other,2015,18456,Westchester,0
mixed,2015,14473,Albany,0
mixed,2015,19823,Bronx,0
mixed,2015,7997,Broome,0
mixed,2015,9496,Cattaraugus,0
mixed,2015,0,Cayuga,0
mixed,2015,4876,Chautauqua,0
mixed,2015,10502,Chemung,0
mixed,2015,8680,Clinton,0
mixed,2015,11598,Dutchess,3
mixed,2015,12595,Erie,2
mixed,2015,14554,Jefferson,0
mixed,2015,24114,Kings,0
mixed,2015,0,Livingston,0
mixed,2015,0,Madison,0
mixed,2015,12935,Monroe,0
mixed,2015,20009,Nassau,3
mixed,2015,34360,New York,0
mixed,2015,8091,Niagara,0
mixed,2015,8629,Oneida,0
mixed,2015,13314,Onondaga,0
mixed,2015,12783,Ontario,0
mixed,2015,17886,Orange,0
mixed,2015,11300,Oswego,0
mixed,2015,18019,Putnam,0
mixed,2015,22780,Queens,0
mixed,2015,8006,Rensselaer,0
mixed,2015,18761,Richmond,0
mixed,2015,21629,Rockland,3
mixed,2015,4135,St. Lawrence,0
mixed,2015,22177,Saratoga,0
mixed,2015,11965,Schenectady,0
mixed,2015,5530,Steuben,0
mixed,2015,18909,Suffolk,0
mixed,2015,12487,Sullivan,0
mixed,2015,7631,Tompkins,0
mixed,2015,13979,Ulster,0
mixed,2015,0,Warren,0
mixed,2015,11147,Wayne,0
mixed,2015,20324,Westchester,3
latino,2015,16345,Albany,0
latino,2015,15473,Bronx,0
latino,2015,18387,Broome,4
latino,2015,6127,Cattaraugus,0
latino,2015,14907,Cayuga,3
latino,2015,11708,Chautauqua,0
latino,2015,8172,Chemung,3
latino,2015,0,Clinton,0
latino,2015,20195,Dutchess,0
latino,2015,16045,Erie,0
latino,2015,15612,Jefferson,0
latino,2015,18971,Kings,0
latino,2015,10783,Livingston,0
latino,2015,0,Madison,0
latino,2015,15072,Monroe,0
latino,2015,23158,Nassau,0
latino,2015,23647,New York,26
latino,2015,11583,Niagara,0
latino,2015,9180,Oneida,0
latino,2015,19809,Onondaga,0
latino,2015,12025,Ontario,0
latino,2015,20973,Orange,0
latino,2015,10615,Oswego,0
latino,2015,23902,Putnam,0
latino,2015,20912,Queens,28
latino,2015,16619,Rensselaer,0
latino,2015,18482,Richmond,0
latino,2015,20960,Rockland,0
latino,2015,8519,St. Lawrence,0
latino,2015,31708,Saratoga,0
latino,2015,22240,Schenectady,0
latino,2015,11528,Steuben,0
latino,2015,20923,Suffolk,0
latino,2015,13145,Sullivan,0
latino,2015,15259,Tompkins,0
latino,2015,18091,Ulster,0
latino,2015,10767,Warren,0
latino,2015,17699,Wayne,0
latino,2015,22712,Westchester,0
total,2016,34857,Albany,100
total,2016,19369,Bronx,100
total,2016,27373,Broome,100
total,2016,23841,Cattaraugus,100
total,2016,28023,Cayuga,100
total,2016,23049,Chautauqua,100
total,2016,27636,Chemung,100
total,2016,25278,Clinton,100
total,2016,37559,Dutchess,100
total,2016,31450,Erie,100
total,2016,23964,Jefferson,100
total,2016,30526,Kings,100
total,2016,23687,Livingston,100
total,2016,29509,Madison,100
total,2016,31269,Monroe,100
total,2016,46482,Nassau,100
total,2016,68126,New York,100
total,2016,27848,Niagara,100
total,2016,27357,Oneida,100
total,2016,31040,Onondaga,100
total,2016,32922,Ontario,100
total,2016,31571,Orange,100
total,2016,25432,Oswego,100
total,2016,43309,Putnam,100
total,2016,28609,Queens,100
total,2016,32904,Rensselaer,100
total,2016,33559,Richmond,100
total,2016,37038,Rockland,100
total,2016,24212,St. Lawrence,100
total,2016,41368,Saratoga,100
total,2016,28485,Schenectady,100
total,2016,28395,Steuben,100
total,2016,40253,Suffolk,100
total,2016,27870,Sullivan,100
total,2016,28013,Tompkins,100
total,2016,33190,Ulster,100
total,2016,34098,Warren,100
total,2016,28775,Wayne,100
total,2016,50631,Westchester,100
white,2016,38827,Albany,74.7
white,2016,25512,Bronx,21.5
white,2016,30001,Broome,85.3
white,2016,24639,Cattaraugus,91.8
white,2016,29557,Cayuga,92.1
white,2016,24116,Chautauqua,92.7
white,2016,28273,Chemung,87.9
white,2016,26865,Clinton,90.2
white,2016,40813,Dutchess,79.0
white,2016,35139,Erie,78.1
white,2016,25308,Jefferson,86.5
white,2016,39742,Kings,42.8
white,2016,24974,Livingston,92.6
white,2016,30395,Madison,94.6
white,2016,35209,Monroe,76.3
white,2016,53168,Nassau,68.1
white,2016,92873,New York,56.7
white,2016,29643,Niagara,87.4
white,2016,29073,Oneida,85.6
white,2016,34484,Onondaga,79.6
white,2016,34014,Ontario,92.2
white,2016,34259,Orange,73.5
white,2016,26057,Oswego,95.7
white,2016,46474,Putnam,86.0
white,2016,35817,Queens,38.8
white,2016,35480,Rensselaer,86.2
white,2016,35699,Richmond,74.1
white,2016,39252,Rockland,69.1
white,2016,25111,St. Lawrence,93.5
white,2016,41428,Saratoga,93.2
white,2016,31586,Schenectady,77.3
white,2016,28293,Steuben,94.4
white,2016,43689,Suffolk,80.1
white,2016,31455,Sullivan,80.9
white,2016,30839,Tompkins,79.5
white,2016,35774,Ulster,84.8
white,2016,34364,Warren,96.2
white,2016,29665,Wayne,93.1
white,2016,61356,Westchester,64.5
black,2016,20046,Albany,12.4
black,2016,20323,Bronx,34.0
black,2016,12602,Broome,6.5
black,2016,7093,Cattaraugus,1.5
black,2016,9068,Cayuga,4.2
black,2016,7714,Chautauqua,2.9
black,2016,13992,Chemung,5.6
black,2016,0,Clinton,4.8
black,2016,23316,Dutchess,10.7
black,2016,18107,Erie,13.3
black,2016,19361,Jefferson,5.1
black,2016,24685,Kings,32.8
black,2016,2038,Livingston,3.1
black,2016,14645,Madison,1.8
black,2016,17305,Monroe,15.2
black,2016,32447,Nassau,11.6
black,2016,25020,New York,15.0
black,2016,16425,Niagara,6.4
black,2016,14071,Oneida,5.8
black,2016,16335,Onondaga,11.3
black,2016,12595,Ontario,2.9
black,2016,27687,Orange,10.2
black,2016,12398,Oswego,1.5
black,2016,45042,Putnam,1.5
black,2016,27363,Queens,18.1
black,2016,19702,Rensselaer,6.1
black,2016,24200,Richmond,10.3
black,2016,32239,Rockland,12.3
black,2016,3948,St. Lawrence,2.7
black,2016,27121,Saratoga,1.2
black,2016,17021,Schenectady,9.4
black,2016,18007,Steuben,1.9
black,2016,26862,Suffolk,7.4
black,2016,13696,Sullivan,7.6
black,2016,7152,Tompkins,4.5
black,2016,16839,Ulster,6.1
black,2016,20126,Warren,1.1
black,2016,18931,Wayne,2.7
black,2016,31237,Westchester,14.8
native,2016,20542,Albany,0.3
native,2016,13002,Bronx,0.6
native,2016,0,Broome,0.0
native,2016,14485,Cattaraugus,3.4
native,2016,0,Cayuga,0.2
native,2016,31740,Chautauqua,0.3
native,2016,0,Chemung,0.2
native,2016,0,Clinton,0.1
native,2016,25245,Dutchess,0.3
native,2016,15095,Erie,0.5
native,2016,16759,Jefferson,1.5
native,2016,18275,Kings,0.3
native,2016,0,Livingston,0.5
native,2016,29863,Madison,0.3
native,2016,20621,Monroe,0.4
native,2016,52782,Nassau,0.3
native,2016,30904,New York,0.3
native,2016,15781,Niagara,1.1
native,2016,0,Oneida,0.2
native,2016,32013,Onondaga,0.4
native,2016,0,Ontario,0.5
native,2016,23261,Orange,0.5
native,2016,0,Oswego,0.2
native,2016,0,Putnam,0.9
native,2016,22144,Queens,0.4
native,2016,0,Rensselaer,0.5
native,2016,0,Richmond,0.1
native,2016,60586,Rockland,0.2
native,2016,18239,St. Lawrence,0.4
native,2016,0,Saratoga,0.2
native,2016,0,Schenectady,0.2
native,2016,0,Steuben,0.1
native,2016,16243,Suffolk,0.2
native,2016,0,Sullivan,0.1
native,2016,0,Tompkins,0.3
native,2016,0,Ulster,0.1
native,2016,0,Warren,0.1
native,2016,0,Wayne,0.1
native,2016,18952,Westchester,0.3
asian,2016,34499,Albany,6.8
asian,2016,21650,Bronx,3.6
asian,2016,15463,Broome,3.6
asian,2016,0,Cattaraugus,0.7
asian,2016,30367,Cayuga,0.5
asian,2016,14943,Chautauqua,0.6
asian,2016,70821,Chemung,1.8
asian,2016,23496,Clinton,1.2
asian,2016,38446,Dutchess,3.6
asian,2016,27041,Erie,3.7
asian,2016,15935,Jefferson,1.8
asian,2016,26216,Kings,12.0
asian,2016,5443,Livingston,1.1
asian,2016,12462,Madison,1.0
asian,2016,28764,Monroe,3.5
asian,2016,44286,Nassau,9.4
asian,2016,62932,New York,12.4
asian,2016,16992,Niagara,1.0
asian,2016,27340,Oneida,4.2
asian,2016,24462,Onondaga,3.7
asian,2016,52584,Ontario,1.2
asian,2016,37165,Orange,2.8
asian,2016,20408,Oswego,0.6
asian,2016,34018,Putnam,2.2
asian,2016,24822,Queens,25.4
asian,2016,24696,Rensselaer,2.5
asian,2016,37412,Richmond,8.6
asian,2016,51702,Rockland,6.0
asian,2016,20553,St. Lawrence,1.4
asian,2016,56382,Saratoga,3.0
asian,2016,27380,Schenectady,4.4
asian,2016,60875,Steuben,1.3
asian,2016,40208,Suffolk,3.9
asian,2016,24503,Sullivan,1.6
asian,2016,23674,Tompkins,10.1
asian,2016,34883,Ulster,2.2
asian,2016,0,Warren,0.9
asian,2016,30039,Wayne,0.9
asian,2016,63538,Westchester,5.9
islander,2016,0,Albany,0.0
islander,2016,0,Bronx,0.0
islander,2016,0,Broome,0.0
islander,2016,0,Cattaraugus,0.0
islander,2016,0,Cayuga,0.0
islander,2016,0,Chautauqua,0.0
islander,2016,0,Chemung,0.0
islander,2016,0,Clinton,0.0
islander,2016,0,Dutchess,0.1
islander,2016,0,Erie,0.0
islander,2016,0,Jefferson,0.0
islander,2016,27497,Kings,0.1
islander,2016,0,Livingston,0.1
islander,2016,0,Madison,0.2
islander,2016,0,Monroe,0.0
islander,2016,35308,Nassau,0.0
islander,2016,32798,New York,0.1
islander,2016,0,Niagara,0.1
islander,2016,0,Oneida,0.0
islander,2016,0,Onondaga,0.0
islander,2016,0,Ontario,0.1
islander,2016,0,Orange,0.0
islander,2016,0,Oswego,0.1
islander,2016,0,Putnam,0.1
islander,2016,36706,Queens,0.1
islander,2016,0,Rensselaer,0.0
islander,2016,0,Richmond,0.2
islander,2016,0,Rockland,0.0
islander,2016,0,St. Lawrence,0.0
islander,2016,0,Saratoga,0.0
islander,2016,0,Schenectady,0.1
islander,2016,0,Steuben,0.0
islander,2016,33148,Suffolk,0.1
islander,2016,0,Sullivan,0.0
islander,2016,0,Tompkins,0.0
islander,2016,0,Ulster,0.0
islander,2016,0,Warren,0.1
islander,2016,0,Wayne,0.0
islander,2016,0,Westchester,0.0
other,2016,16646,Albany,1.8
other,2016,15009,Bronx,36.3
other,2016,12379,Broome,1.0
other,2016,25266,Cattaraugus,0.5
other,2016,0,Cayuga,0.7
other,2016,11323,Chautauqua,1.6
other,2016,16523,Chemung,0.9
other,2016,15212,Clinton,2.2
other,2016,27452,Dutchess,3.1
other,2016,10848,Erie,2.0
other,2016,14222,Jefferson,1.2
other,2016,16136,Kings,9.0
other,2016,22892,Livingston,1.2
other,2016,0,Madison,0.3
other,2016,17158,Monroe,1.6
other,2016,20708,Nassau,7.5
other,2016,19163,New York,10.9
other,2016,23220,Niagara,0.9
other,2016,14455,Oneida,1.1
other,2016,13421,Onondaga,1.3
other,2016,10646,Ontario,1.5
other,2016,20509,Orange,8.7
other,2016,0,Oswego,0.1
other,2016,16372,Putnam,7.1
other,2016,18714,Queens,13.7
other,2016,15133,Rensselaer,1.2
other,2016,20668,Richmond,4.7
other,2016,22422,Rockland,10.4
other,2016,0,St. Lawrence,0.4
other,2016,27356,Saratoga,0.4
other,2016,13458,Schenectady,4.6
other,2016,0,Steuben,0.5
other,2016,18805,Suffolk,6.2
other,2016,7875,Sullivan,5.8
other,2016,14496,Tompkins,1.6
other,2016,12345,Ulster,2.9
other,2016,0,Warren,0.2
other,2016,14201,Wayne,1.2
other,2016,16546,Westchester,11.1
mixed,2016,16286,Albany,4.0
mixed,2016,16624,Bronx,4.0
mixed,2016,8150,Broome,3.7
mixed,2016,11167,Cattaraugus,2.2
mixed,2016,4722,Cayuga,2.3
mixed,2016,6662,Chautauqua,2.0
mixed,2016,10954,Chemung,3.6
mixed,2016,0,Clinton,1.5
mixed,2016,14869,Dutchess,3.1
mixed,2016,13166,Erie,2.3
mixed,2016,9512,Jefferson,3.9
mixed,2016,25071,Kings,3.0
mixed,2016,0,Livingston,1.3
mixed,2016,11158,Madison,1.8
mixed,2016,13238,Monroe,2.9
mixed,2016,21243,Nassau,3.1
mixed,2016,36631,New York,4.6
mixed,2016,10754,Niagara,3.2
mixed,2016,8849,Oneida,3.2
mixed,2016,14704,Onondaga,3.6
mixed,2016,12996,Ontario,1.6
mixed,2016,14456,Orange,4.2
mixed,2016,6791,Oswego,1.8
mixed,2016,22271,Putnam,2.2
mixed,2016,21958,Queens,3.6
mixed,2016,7221,Rensselaer,3.5
mixed,2016,19043,Richmond,2.2
mixed,2016,18344,Rockland,1.9
mixed,2016,11804,St. Lawrence,1.7
mixed,2016,29037,Saratoga,2.0
mixed,2016,14824,Schenectady,4.0
mixed,2016,22602,Steuben,1.7
mixed,2016,22192,Suffolk,2.0
mixed,2016,12972,Sullivan,4.0
mixed,2016,13317,Tompkins,4.0
mixed,2016,17155,Ulster,3.9
mixed,2016,13076,Warren,1.3
mixed,2016,10321,Wayne,2.1
mixed,2016,22368,Westchester,3.3
latino,2016,22701,Albany,5.8
latino,2016,16003,Bronx,56.0
latino,2016,11959,Broome,4.1
latino,2016,12085,Cattaraugus,2.0
latino,2016,11995,Cayuga,2.9
latino,2016,9798,Chautauqua,7.5
latino,2016,14262,Chemung,3.0
latino,2016,14451,Clinton,2.9
latino,2016,26675,Dutchess,12.0
latino,2016,14920,Erie,5.3
latino,2016,12508,Jefferson,7.2
latino,2016,19270,Kings,19.2
latino,2016,13620,Livingston,3.5
latino,2016,22144,Madison,2.1
latino,2016,16934,Monroe,8.5
latino,2016,26576,Nassau,16.8
latino,2016,24422,New York,26.0
latino,2016,18573,Niagara,2.8
latino,2016,11290,Oneida,5.5
latino,2016,17052,Onondaga,4.8
latino,2016,15012,Ontario,4.5
latino,2016,24068,Orange,20.1
latino,2016,12636,Oswego,2.5
latino,2016,24698,Putnam,14.3
latino,2016,21362,Queens,28.0
latino,2016,14130,Rensselaer,4.9
latino,2016,21660,Richmond,18.4
latino,2016,21847,Rockland,17.6
latino,2016,7037,St. Lawrence,2.8
latino,2016,25248,Saratoga,3.1
latino,2016,15108,Schenectady,6.9
latino,2016,16243,Steuben,1.7
latino,2016,22431,Suffolk,19.0
latino,2016,12022,Sullivan,15.7
latino,2016,17874,Tompkins,5.0
latino,2016,16433,Ulster,10.1
latino,2016,16833,Warren,2.4
latino,2016,17115,Wayne,4.3
latino,2016,21948,Westchester,24.4
total,2017,36974,Albany,100
total,2017,20497,Bronx,100
total,2017,27117,Broome,100
total,2017,25111,Cattaraugus,100
total,2017,30178,Cayuga,100
total,2017,25357,Chautauqua,100
total,2017,25348,Chemung,100
total,2017,28153,Clinton,100
total,2017,38378,Dutchess,100
total,2017,31889,Erie,100
total,2017,23356,Jefferson,100
total,2017,32274,Kings,100
total,2017,28126,Livingston,100
total,2017,28490,Madison,100
total,2017,32183,Monroe,100
total,2017,48753,Nassau,100
total,2017,72057,New York,100
total,2017,30026,Niagara,100
total,2017,27523,Oneida,100
total,2017,32025,Onondaga,100
total,2017,35114,Ontario,100
total,2017,33488,Orange,100
total,2017,28085,Oswego,100
total,2017,47667,Putnam,100
total,2017,29857,Queens,100
total,2017,34700,Rensselaer,100
total,2017,35205,Richmond,100
total,2017,37651,Rockland,100
total,2017,24267,St. Lawrence,100
total,2017,42756,Saratoga,100
total,2017,30210,Schenectady,100
total,2017,27347,Steuben,100
total,2017,41331,Suffolk,100
total,2017,27894,Sullivan,100
total,2017,30545,Tompkins,100
total,2017,32637,Ulster,100
total,2017,34310,Warren,100
total,2017,27006,Wayne,100
total,2017,54116,Westchester,100
white,2017,42340,Albany,74.9
white,2017,28668,Bronx,22.3
white,2017,29249,Broome,85.6
white,2017,26256,Cattaraugus,92.0
white,2017,31996,Cayuga,91.4
white,2017,26472,Chautauqua,91.5
white,2017,26569,Chemung,87.6
white,2017,30341,Clinton,90.4
white,2017,41933,Dutchess,78.6
white,2017,35302,Erie,77.4
white,2017,24145,Jefferson,85.9
white,2017,42382,Kings,43.2
white,2017,29511,Livingston,92.0
white,2017,29023,Madison,94.3
white,2017,36034,Monroe,75.4
white,2017,56133,Nassau,66.9
white,2017,100123,New York,55.6
white,2017,32102,Niagara,87.7
white,2017,29706,Oneida,85.2
white,2017,36012,Onondaga,79.4
white,2017,37055,Ontario,91.6
white,2017,35569,Orange,74.2
white,2017,28542,Oswego,95.4
white,2017,48343,Putnam,87.7
white,2017,36520,Queens,37.5
white,2017,37897,Rensselaer,85.3
white,2017,38645,Richmond,73.3
white,2017,40452,Rockland,73.2
white,2017,25425,St. Lawrence,92.5
white,2017,43079,Saratoga,92.4
white,2017,33918,Schenectady,77.8
white,2017,26914,Steuben,95.0
white,2017,44595,Suffolk,80.7
white,2017,30818,Sullivan,78.8
white,2017,33226,Tompkins,80.7
white,2017,35004,Ulster,83.7
white,2017,34872,Warren,95.4
white,2017,28006,Wayne,92.7
white,2017,67008,Westchester,63.0
black,2017,18009,Albany,12.7
black,2017,20646,Bronx,35.2
black,2017,12421,Broome,5.8
black,2017,9393,Cattaraugus,1.4
black,2017,6638,Cayuga,3.7
black,2017,8396,Chautauqua,2.4
black,2017,8853,Chemung,7.4
black,2017,5207,Clinton,4.6
black,2017,23542,Dutchess,10.3
black,2017,20338,Erie,13.3
black,2017,18069,Jefferson,6.6
black,2017,24733,Kings,32.1
black,2017,10780,Livingston,3.9
black,2017,0,Madison,1.4
black,2017,18163,Monroe,15.3
black,2017,32925,Nassau,11.8
black,2017,29895,New York,14.8
black,2017,14427,Niagara,7.7
black,2017,17634,Oneida,6.3
black,2017,15447,Onondaga,11.5
black,2017,19356,Ontario,2.2
black,2017,29663,Orange,11.2
