"GEO_ID","NAME","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015E","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004E","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E"
"0500000US24033","Prince George's County, Maryland","1.0","202910","3713","8.4","0.7","33.4","1.6","24.5","1.4","16.5","1.3","10.5","1.0","6.7","0.9","904430","*****","22.3","0.7","62.7","0.3","0.3","0.2","4.4","0.1","0.0","0.1","7.8","0.8","2.6","0.3","16.9","*****","14.1","0.1","40.2","(X)","43.7","(X)","32.4","(X)","89171","1866","86575","2006","8273","1135","16504","486","9610","745","2887","458","34816","1542","99201","2529","56186","4933","66158","2948","134962","5484","89707","4401","155677","7560","121974","6541","31825","591","32422","1162","34069","841","27132","5605","28320","2186","N","N","16132","1307","26197","4391","17970","826","40099","1563","(X)","(X)","(X)","(X)","(X)","(X)","307022","2509","86.3","0.7","14.2","0.9","21.6","0.6","4.1","0.5","1.9","0.3","22.3"
"0500000US24037","St. Mary's County, Maryland","3.4","27588","1536","12.7","3.0","27.4","4.5","34.6","4.2","10.8","3.2","13.4","3.2","1.2","0.9","110382","*****","79.3","0.4","14.3","1.0","0.2","0.2","2.8","0.4","0.0","0.1","0.4","0.3","3.1","1.1","4.7","*****","75.2","0.1","28.2","(X)","30.6","(X)","21.8","(X)","98619","6132","99788","6619","16085","11713","17921","1611","7933","1304","4346","2859","29220","3841","113523","7887","63583","31171","81627","10745","136719","12462","83309","12687","189505","38032","127169","51073","36628","2583","38283","2200","23361","3667","N","N","74375","59091","N","N","31937","19836","19115","7949","22292","5721","39227","2233","(X)","(X)","(X)","(X)","(X)","(X)","39179","1090","81.9","3.4","22.2","3.2","23.2","2.3","4.3","1.8","1.4","1.0","25.9"
"0500000US24043","Washington County, Maryland","1.9","35864","1867","15.0","2.3","32.2","3.5","33.3","3.3","8.6","2.4","8.0","2.2","3.0","1.8","149573","*****","83.5","0.7","9.8","1.1","0.7","0.5","1.7","0.5","0.0","0.1","0.5","0.4","3.9","1.1","4.3","*****","81.0","0.1","26.8","(X)","28.6","(X)","22.3","(X)","72917","5028","74731","6383","12638","3970","17974","832","10514","1389","4793","3166","20490","2307","86844","7566","45059","6299","61400","8869","112584","15258","85887","19561","135852","24278","156988","123765","27839","1849","29619","1914","17131","4985","N","N","32457","9817","N","N","N","N","8151","4177","17449","4276","29957","1932","(X)","(X)","(X)","(X)","(X)","(X)","54722","1366","76.1","2.0","22.9","2.7","34.4","1.9","6.3","1.6","2.9","1.2","23.8"
"0500000US24045","Wicomico County, Maryland","2.4","24049","1637","14.6","3.5","31.0","4.0","36.6","5.3","8.7","2.5","6.1","2.3","3.1","1.6","101539","*****","68.7","0.7","25.9","0.7","0.0","0.2","3.2","0.2","0.0","0.2","0.6","0.6","1.5","0.8","5.2","*****","64.5","0.6","36.7","(X)","34.8","(X)","32.6","(X)","71790","5606","73217","6482","16507","9188","17939","1459","9657","1838","3245","1399","20825","3343","84798","7492","42484","8857","61732","10849","117567","20334","69984","9990","130070","25199","80858","13198","27018","1876","29362","2438","19557","1944","N","N","45175","34417","N","N","10084","1899","16527","12094","16011","3813","30429","2613","(X)","(X)","(X)","(X)","(X)","(X)","37036","1288","79.6","3.1","15.9","2.6","30.8","2.3","5.4","2.1","3.0","1.6","17.6"
"0500000US24510","Baltimore city, Maryland","1.1","124359","4019","17.4","1.7","39.1","2.0","22.7","1.7","12.4","1.5","4.3","0.9","4.1","0.8","622793","*****","30.3","0.4","62.6","0.4","0.3","0.1","2.7","0.1","0.0","0.1","1.9","0.4","2.2","0.4","4.7","*****","28.0","0.1","43.0","(X)","47.9","(X)","37.5","(X)","61533","1965","69004","2477","13582","2736","15245","448","9223","516","3462","458","18291","1292","72444","3093","28261","3389","52917","4106","127014","8330","65309","5524","141683","31535","92828","9228","25290","762","40876","1752","17760","607","N","N","36987","7768","N","N","16558","3808","18457","5453","16677","2322","42675","1960","(X)","(X)","(X)","(X)","(X)","(X)","238897","3190","73.2","1.2","12.1","0.9","28.6","0.9","8.7","0.8","5.9","0.7","16.8"
"0500000US25001","Barnstable County, Massachusetts","1.7","56914","2474","19.4","1.8","29.7","3.2","31.7","2.3","8.9","1.6","9.3","1.7","1.0","0.6","214914","*****","92.7","0.4","2.9","0.5","0.4","0.3","1.6","0.2","0.0","0.1","0.5","0.3","1.8","0.7","2.7","*****","91.0","0.2","31.1","(X)","33.4","(X)","26.3","(X)","88287","4840","83601","4756","30743","7356","19167","721","9914","1308","3992","1473","32158","2752","110011","7143","70711","8706","109174","17066","133279","15129","93418","12264","133970","8148","84848","21817","40188","2073","41759","2233","24133","6293","25690","7363","13683","6093","N","N","N","N","11903","4315","24774","10286","42078","2273","(X)","(X)","(X)","(X)","(X)","(X)","95697","2648","70.9","1.7","31.8","2.2","44.7","1.7","4.5","1.1","1.4","0.6","26.5"
"0500000US25003","Berkshire County, Massachusetts","1.9","31197","1747","18.4","3.8","27.8","3.6","33.1","3.2","9.1","2.1","8.7","2.2","3.0","1.7","128715","*****","90.8","0.5","3.5","0.8","0.4","0.2","1.5","0.3","0.0","0.1","2.0","0.9","1.7","0.6","4.1","*****","89.6","0.1","27.5","(X)","27.6","(X)","24.4","(X)","69452","4290","68573","5070","23042","4607","16935","825","9844","1294","4427","938","24264","3397","85890","6610","61350","14475","62115","9402","113644","11310","57547","6691","134140","14725","96079","24270","30879","1748","32501","1840","13483","5669","9332","7114","29147","11703","N","N","13744","3563","7454","4622","11003","2830","32783","1883","(X)","(X)","(X)","(X)","(X)","(X)","54706","1632","71.3","2.6","28.3","2.2","39.7","2.1","8.6","1.9","2.8","1.5","20.7"
"0500000US25005","Bristol County, Massachusetts","1.0","143055","3239","13.9","1.2","30.1","1.9","30.4","1.9","11.3","1.3","11.8","1.4","2.6","0.7","554194","*****","85.7","0.7","4.0","0.4","0.2","0.1","2.1","0.1","0.0","0.1","5.3","0.8","2.7","0.5","6.9","*****","83.5","0.5","38.8","(X)","39.2","(X)","32.6","(X)","74347","1964","79146","2253","12044","3206","16325","499","9395","843","3457","610","23025","3110","86968","2635","33569","3367","63624","4576","114625","4517","80398","5292","140242","8619","105634","14866","29227","721","30847","824","22723","3704","17937","11099","30785","6414","N","N","16990","4103","11329","2668","14372","1964","31160","840","(X)","(X)","(X)","(X)","(X)","(X)","212901","2268","76.1","1.1","20.3","1.2","33.0","1.2","8.6","1.1","3.6","0.6","16.6"
"0500000US25009","Essex County, Massachusetts","0.9","192552","4108","12.8","0.9","28.8","1.3","31.9","1.4","10.9","1.1","11.6","1.1","3.9","0.7","769091","*****","78.6","0.7","3.4","0.3","0.4","0.3","3.6","0.1","0.0","0.1","11.4","0.8","2.5","0.4","18.6","*****","72.9","0.2","34.5","(X)","36.2","(X)","28.6","(X)","98240","2776","103464","3158","24137","3633","17101","425","10297","739","4331","878","25573","1891","117934","3335","56403","7387","91096","6365","158185","7238","88220","7899","171708","12395","110559","11926","37743","1004","42543","1192","23794","2881","9900","2562","38012","5570","N","N","14852","1069","14798","3730","16315","979","44310","1248","(X)","(X)","(X)","(X)","(X)","(X)","287808","2854","78.2","1.0","22.9","1.2","30.4","0.9","7.1","0.7","3.7","0.5","16.7"
"0500000US25011","Franklin County, Massachusetts","2.2","18331","1286","11.7","2.4","29.9","3.9","38.6","4.2","7.6","2.0","10.5","2.7","1.8","0.8","70862","*****","93.4","0.8","1.5","0.7","0.2","0.2","2.2","0.6","0.0","0.2","0.9","0.6","1.8","0.7","3.8","*****","91.2","0.4","23.8","(X)","26.0","(X)","20.6","(X)","69032","3743","68523","4431","15029","3307","16362","963","8878","1494","2694","899","24702","3124","86251","4768","43912","10184","56669","5808","112240","10380","80500","14195","128464","14238","72573","16468","29869","1404","31052","1530","12128","4311","N","N","15371","8702","N","N","13114","8435","8356","3996","15884","5559","31318","1519","(X)","(X)","(X)","(X)","(X)","(X)","29859","1017","76.8","2.6","25.6","2.9","35.0","2.2","6.9","2.1","4.2","1.3","19.7"
"0500000US25013","Hampden County, Massachusetts","1.0","114168","3128","17.8","1.6","33.8","2.3","25.4","1.9","9.7","1.4","9.1","1.1","4.2","0.9","468161","*****","79.3","1.1","8.4","0.4","0.4","0.2","2.2","0.2","0.0","0.1","7.1","1.1","2.7","0.6","23.2","*****","64.5","0.6","34.6","(X)","36.1","(X)","30.5","(X)","67219","2164","73410","2511","11915","4174","16044","520","9340","600","3805","734","21679","1722","79241","2685","34420","5791","55750","4644","121452","6715","71835","4648","128020","8422","113975","23098","26464","787","29227","1027","20225","2157","7579","3487","25330","7858","N","N","9820","1526","11834","3516","11812","872","32848","1152","(X)","(X)","(X)","(X)","(X)","(X)","176742","2344","72.9","1.2","18.0","1.0","33.0","1.1","11.7","1.1","4.4","0.8","17.4"
"0500000US25015","Hampshire County, Massachusetts","2.2","32890","1721","14.8","3.0","25.3","3.5","38.4","3.5","9.3","2.6","9.8","2.3","2.5","1.4","160939","*****","88.7","0.5","3.0","0.4","0.2","0.2","5.4","0.5","0.1","0.1","0.8","0.4","1.8","0.6","5.3","*****","84.7","0.1","29.8","(X)","26.9","(X)","27.0","(X)","75288","4250","79303","4849","15667","3254","17848","1280","8752","1046","3062","967","23001","2633","96783","6575","43130","9414","72092","10826","125082","8850","84637","18470","138104","19940","115091","34450","28836","1509","30677","1557","13225","8048","4107","2417","16759","7609","N","N","N","N","10396","4154","21666","6696","30925","1504","(X)","(X)","(X)","(X)","(X)","(X)","58332","1367","75.0","2.6","25.0","2.4","30.7","1.8","7.1","1.7","2.9","1.0","21.3"
"0500000US25017","Middlesex County, Massachusetts","0.6","369603","5554","10.1","0.6","27.0","1.1","40.9","1.2","8.8","0.7","10.2","0.7","3.0","0.4","1570315","*****","78.6","0.3","4.9","0.2","0.2","0.1","10.9","0.2","0.0","0.1","2.4","0.3","3.1","0.4","7.5","*****","74.2","0.1","30.3","(X)","30.7","(X)","25.8","(X)","114790","2143","119428","2368","22588","2125","18541","410","9852","512","3711","595","26592","1640","139941","3091","56085","4266","110421","5443","177043","5076","103270","8898","184689","11649","137886","17746","44267","742","47942","961","23454","1984","21677","9939","40428","2476","26060","17846","17427","2142","19076","2755","21623","1761","49284","982","(X)","(X)","(X)","(X)","(X)","(X)","585634","3568","81.7","0.7","30.6","0.8","26.0","0.5","4.1","0.4","2.1","0.3","14.4"
"0500000US25021","Norfolk County, Massachusetts","1.0","170415","3835","9.7","1.1","27.2","1.5","38.3","1.6","8.6","1.0","12.3","1.1","3.9","0.7","692254","*****","80.4","0.3","6.2","0.3","0.1","0.1","9.9","0.2","0.0","0.1","0.9","0.3","2.5","0.3","4.0","*****","77.7","0.1","31.3","(X)","31.8","(X)","25.8","(X)","122486","3207","125956","3333","24127","3440","18356","573","9936","875","3031","735","25820","1937","150828","4404","59824","9438","132261","8056","186037","7103","102012","7626","193503","11995","134467","21316","46649","1191","49754","1396","32191","4088","N","N","39555","2653","N","N","20954","6854","20597","4650","30079","4780","50314","1449","(X)","(X)","(X)","(X)","(X)","(X)","260058","2606","82.3","0.9","30.6","1.1","28.5","0.8","3.8","0.6","1.7","0.3","17.1"
"0500000US25023","Plymouth County, Massachusetts","1.3","129932","4006","12.2","1.3","28.0","2.1","34.2","2.1","9.9","1.3","12.3","1.2","3.3","0.7","507022","*****","84.6","0.6","9.3","0.5","0.1","0.1","1.1","0.2","0.1","0.1","1.9","0.6","2.9","0.4","3.6","*****","82.6","0.4","29.6","(X)","30.6","(X)","24.0","(X)","97505","3260","98715","3589","18006","3207","18599","598","9957","1000","3902","827","29638","3375","113159","3985","57910","13459","91345","9438","143156","7392","88984","8402","156997","9542","101753","10063","36618","1263","39683","1413","17962","2318","N","N","44417","15702","N","N","17107","4930","16074","3525","14832","2953","40258","1435","(X)","(X)","(X)","(X)","(X)","(X)","183251","2884","79.5","1.2","24.9","1.4","32.9","1.2","5.1","0.9","2.4","0.5","20.8"
"0500000US25025","Suffolk County, Massachusetts","0.7","144246","3906","12.2","1.4","34.7","1.5","27.6","1.5","13.1","1.2","6.0","0.8","6.3","1.0","767254","*****","56.1","0.8","21.8","0.7","0.3","0.1","8.7","0.2","0.0","0.1","6.9","0.8","6.2","0.7","21.8","*****","46.2","0.2","37.6","(X)","42.5","(X)","32.8","(X)","84654","2739","92417","2844","26389","6247","14704","489","9655","574","3712","510","23336","1849","95809","4745","29890","4313","70403","8855","154204","10186","76069","6016","148473","12880","98575","10508","34667","1064","45531","1677","20264","1231","27503","11809","28441","3923","N","N","15763","2413","17086","2634","16545","719","51145","2003","(X)","(X)","(X)","(X)","(X)","(X)","295187","2762","78.4","1.1","19.8","1.0","21.0","1.0","8.8","0.9","3.7","0.5","9.5"
"0500000US25027","Worcester County, Massachusetts","0.9","201612","3731","11.8","1.0","28.7","1.6","35.1","1.6","9.9","1.1","11.7","0.9","2.8","0.6","813475","*****","85.3","0.6","4.7","0.3","0.2","0.1","4.5","0.2","0.0","0.1","2.1","0.5","3.1","0.5","10.5","*****","78.5","0.1","29.2","(X)","29.6","(X)","24.4","(X)","85549","2257","90950","2552","11918","1954","17313","455","9916","659","3541","476","24612","3313","103041","3385","38978","4741","73566","5263","135652","6110","86264","6158","151441","8215","122928","15406","32501","869","34332","997","18718","2229","17342","7230","33505","4834","N","N","14035","2516","14552","2061","14947","1646","35883","996","(X)","(X)","(X)","(X)","(X)","(X)","299841","3644","79.6","0.9","19.2","1.0","30.2","0.9","6.2","0.7","2.6","0.5","15.0"
"0500000US26005","Allegan County, Michigan","1.9","30263","1396","14.4","2.1","31.3","3.5","40.8","3.3","5.7","1.9","7.4","1.5","0.5","0.4","113847","*****","94.9","0.5","1.7","0.3","1.1","0.3","0.6","0.3","0.0","0.1","0.5","0.4","1.2","0.5","7.1","*****","88.8","0.1","37.6","(X)","35.5","(X)","31.0","(X)","65808","4206","68422","5123","10374","2011","19406","1039","9548","1867","1320","289","17336","2129","75175","5772","40434","4783","54750","5590","97193","11783","70324","18743","111945","9636","70543","20029","24993","1532","25307","1586","16218","4802","16939","9355","17968","9960","N","N","19905","10691","25709","14542","13544","2507","26228","1696","(X)","(X)","(X)","(X)","(X)","(X)","41779","1212","77.6","2.2","20.9","2.3","33.1","2.2","3.6","1.1","2.9","1.2","17.0"
"0500000US26017","Bay County, Michigan","3.4","27371","1509","20.4","2.9","33.5","4.7","27.7","3.7","8.7","2.3","8.8","2.2","0.9","0.7","106179","*****","94.5","0.6","1.6","0.8","0.2","0.2","0.5","0.3","0.0","0.1","0.5","0.4","2.7","1.0","5.0","*****","90.4","0.1","36.0","(X)","36.8","(X)","33.4","(X)","63340","4359","67138","6226","9603","3122","18700","1006","9990","1676","1955","528","17789","2249","76727","6360","48280","7372","57155","7812","106201","19924","81893","14767","119846","13667","71392","17390","26385","1792","27048","1840","14595","6086","N","N","N","N","N","N","15383","10442","11577","6914","20947","7699","27226","1910","(X)","(X)","(X)","(X)","(X)","(X)","42706","1339","67.6","2.5","25.2","2.9","44.7","2.8","6.8","1.5","3.7","1.1","30.3"
"0500000US26021","Berrien County, Michigan","1.6","42063","1848","14.8","1.9","37.6","2.8","30.9","2.6","7.8","1.7","7.8","1.5","1.1","0.5","155233","*****","79.3","0.5","15.3","0.7","0.4","0.2","2.0","0.2","0.0","0.1","0.7","0.4","2.3","0.7","5.1","*****","75.3","0.1","29.8","(X)","28.2","(X)","23.8","(X)","61549","2596","60669","2820","17958","4854","19268","782","11446","1304","5464","2512","18779","1932","72412","3857","44682","8700","55588","5714","92845","6243","71734","10407","122423","16884","98312","24267","25264","1066","28017","1277","12997","1534","39542","29828","29736","10344","N","N","18878","9843","7671","3375","13564","2717","28889","1351","(X)","(X)","(X)","(X)","(X)","(X)","62984","1897","74.8","2.0","21.1","1.7","34.9","1.8","6.0","1.5","2.0","0.7","21.3"
"0500000US26025","Calhoun County, Michigan","2.2","32992","1521","23.4","2.8","32.8","3.5","24.9","3.3","8.6","2.0","7.5","1.8","2.8","1.3","134878","*****","83.0","0.6","10.7","0.6","1.1","0.4","2.2","0.1","0.0","0.1","0.3","0.3","2.7","0.7","4.8","*****","79.0","0.1","23.8","(X)","23.0","(X)","18.5","(X)","57708","2595","62090","3740","8075","2062","18702","900","9000","807","2556","564","20119","2908","67834","3943","41712","4943","57740","9150","95418","9254","59032","7269","109149","12947","76366","16515","23171","1055","24522","1066","16981","4806","24673","8464","21075","9509","N","N","6099","3331","8987","3018","13160","3470","25062","1117","(X)","(X)","(X)","(X)","(X)","(X)","52385","1268","69.8","2.1","17.1","1.7","35.7","2.0","6.7","1.3","3.3","1.0","22.3"
"0500000US26037","Clinton County, Michigan","2.4","19603","941","17.4","2.5","30.9","3.6","37.0","3.5","5.3","1.7","8.3","2.0","1.1","0.9","77297","*****","93.6","0.6","1.5","0.6","0.3","0.3","1.6","0.3","0.0","0.1","0.3","0.3","2.6","0.7","4.4","*****","90.2","0.1","20.4","(X)","20.6","(X)","16.6","(X)","74470","4967","75762","6387","11390","5052","19914","1061","9592","2318","N","N","24915","1923","90074","6747","53043","6697","71485","11771","120424","11418","64253","11274","115805","11551","108328","35546","29111","1946","30412","2049","11926","6576","11168","9279","7442","5322","N","N","18494","15750","9312","3806","15290","5016","30950","2115","(X)","(X)","(X)","(X)","(X)","(X)","28448","789","74.3","2.3","27.0","3.0","33.7","2.4","4.1","1.3","1.4","0.7","27.4"
"0500000US26045","Eaton County, Michigan","2.1","30099","1222","17.2","2.0","29.3","2.9","35.6","2.7","7.8","1.6","8.7","2.6","1.5","0.7","108579","*****","86.5","0.7","6.5","0.7","0.3","0.2","2.2","0.1","0.0","0.1","1.7","0.7","2.8","0.9","5.3","*****","83.5","0.1","27.1","(X)","26.8","(X)","20.4","(X)","68782","3552","68852","4397","10578","4460","19960","995","10632","1650","3080","731","21390","2020","79963","4567","53321","10505","51853","4768","108951","10099","74019","6906","115295","12504","73055","10245","28118","1481","28775","1567","25438","8564","27425","16089","35109","15425","N","N","17945","6526","14602","5086","21157","4397","29051","1609","(X)","(X)","(X)","(X)","(X)","(X)","44115","833","74.5","2.1","23.5","1.9","35.0","2.0","5.0","1.3","4.0","1.2","27.2"
"0500000US26049","Genesee County, Michigan","1.3","108005","3001","24.3","1.7","35.5","2.1","23.9","1.6","9.2","1.3","5.3","0.9","1.8","0.6","412895","*****","75.1","0.3","20.0","0.6","0.5","0.2","1.1","0.2","0.0","0.1","0.4","0.2","2.8","0.7","3.2","*****","72.5","0.1","32.7","(X)","32.4","(X)","26.2","(X)","56725","1723","58863","2265","8239","2164","18752","526","10371","839","3243","429","22136","1670","66945","2298","39154","2869","51430","3365","103999","9024","70380","7555","117058","13814","90543","16271","23253","704","25730","908","15577","1521","10295","4320","33885","13490","N","N","24309","11069","10196","2802","15177","2222","26153","949","(X)","(X)","(X)","(X)","(X)","(X)","167096","2431","67.0","1.4","18.4","1.3","37.9","1.2","8.9","0.8","7.7","1.0","28.2"
"0500000US26055","Grand Traverse County, Michigan","2.7","23153","1588","13.4","2.6","26.1","3.9","37.3","4.4","10.2","2.4","11.2","3.1","1.8","1.4","90782","*****","94.8","0.7","1.5","0.2","1.4","0.5","0.8","0.3","0.0","0.1","0.3","0.4","1.2","0.8","2.7","*****","92.5","0.2","22.4","(X)","24.5","(X)","18.9","(X)","72551","8415","68632","6667","23345","15686","18031","1001","8816","1459","3130","1457","19821","2862","87565","13006","60023","10398","70973","14136","85841","5547","90295","27827","162522","93956","88194","57053","29960","3630","30998","3786","N","N","24130","15228","11622","10009","N","N","N","N","N","N","13332","5146","31447","3870","(X)","(X)","(X)","(X)","(X)","(X)","35935","1305","77.1","2.6","26.1","3.4","36.5","2.6","4.7","1.5","3.4","1.3","23.6"
