"GEO_ID","NAME","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015E","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004E","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E"
"0500000US22015","Bossier Parish, Louisiana","2.5","32079","1937","15.0","3.2","39.4","5.2","29.7","4.5","6.5","2.4","6.8","2.0","2.6","1.4","125064","*****","73.2","0.7","21.0","1.2","0.2","0.2","1.4","0.5","1.1","1.1","0.7","0.6","2.4","0.8","6.4","*****","67.8","0.1","27.1","(X)","30.5","(X)","23.3","(X)","64138","3397","65573","3682","6537","2892","14917","1738","9195","2562","N","N","23007","3225","72834","4536","29161","5961","60348","7603","102853","8360","50389","9823","127168","21089","85706","21228","25378","1318","28226","1726","17613","2063","N","N","21686","6470","N","N","7749","5793","21861","11251","16047","3705","29115","1837","(X)","(X)","(X)","(X)","(X)","(X)","47072","1637","80.4","2.4","16.8","2.2","29.5","3.0","6.0","1.7","1.4","1.0","18.8"
"0500000US22017","Caddo Parish, Louisiana","1.7","57910","2851","19.5","2.5","42.3","3.4","23.9","2.8","8.0","1.5","4.1","1.2","2.2","0.8","252603","*****","47.2","0.4","48.3","0.4","0.5","0.1","1.1","0.3","0.0","0.1","1.3","0.6","1.5","0.6","2.8","*****","46.2","0.1","43.2","(X)","45.1","(X)","35.7","(X)","60012","4515","61566","4003","30841","19194","15775","778","8489","809","2524","584","20734","1957","73163","7109","32986","5112","58776","12331","111337","8442","98080","41707","138891","19304","79126","20282","24475","1833","34466","3738","15052","1066","21793","9717","16417","5427","N","N","N","N","19673","8296","23367","10756","34665","3757","(X)","(X)","(X)","(X)","(X)","(X)","94854","2193","72.1","2.4","16.8","1.4","30.8","1.7","8.1","1.4","1.9","0.6","18.5"
"0500000US22019","Calcasieu Parish, Louisiana","1.8","48828","2325","16.1","2.5","38.0","4.0","26.4","3.4","9.7","1.8","7.6","1.9","2.2","1.5","197204","*****","70.8","0.5","24.9","1.1","0.3","0.2","1.4","0.1","0.0","0.1","0.3","0.2","2.2","1.0","3.1","*****","68.4","0.2","36.8","(X)","40.5","(X)","28.8","(X)","59320","3071","60542","3600","12488","3784","17299","761","8018","958","3140","827","21369","2560","69748","4075","37548","5370","58341","6445","89739","6529","83095","13871","103756","14175","87914","35953","23472","1170","26619","1620","15951","1755","35621","17723","25411","8349","N","N","15821","12529","5216","3562","25091","9510","26531","1620","(X)","(X)","(X)","(X)","(X)","(X)","73873","2029","76.3","2.0","14.2","1.8","31.6","2.2","7.7","1.6","1.6","0.7","17.7"
"0500000US22033","East Baton Rouge Parish, Louisiana","1.3","103261","3836","13.5","1.5","35.7","2.7","31.6","2.4","11.0","1.7","6.0","1.2","2.3","0.8","446042","*****","48.6","0.3","45.9","0.4","0.3","0.1","3.3","0.2","0.0","0.1","0.5","0.3","1.4","0.4","3.9","*****","45.6","0.1","41.5","(X)","40.0","(X)","34.5","(X)","69137","2791","69882","3007","16035","4067","16383","751","8696","989","2382","876","24472","1802","86252","4291","43421","7451","71518","8909","115432","6640","69437","9496","134294","12946","120441","49015","27808","1018","36624","1777","18607","1017","37058","14660","29286","7547","N","N","20619","8486","20465","9627","21828","4081","37615","1821","(X)","(X)","(X)","(X)","(X)","(X)","170572","2834","80.2","1.2","21.1","1.4","24.7","1.0","4.2","0.7","0.8","0.3","17.5"
"0500000US22045","Iberia Parish, Louisiana","2.4","17340","1574","13.1","3.8","40.0","5.7","23.4","5.9","9.8","3.3","8.5","3.6","5.1","2.6","73913","*****","61.9","1.2","31.0","1.7","0.1","0.2","2.0","0.8","0.0","0.2","1.4","1.4","3.7","2.0","3.9","*****","59.5","0.2","33.2","(X)","38.1","(X)","28.9","(X)","65746","8482","69715","9886","10711","8851","16414","2256","11051","1907","3031","1286","18751","3468","73740","12191","40669","15877","50218","5953","121687","39166","69531","12975","116955","43857","58980","22069","24041","2892","26906","2600","13613","2570","N","N","117699","96175","N","N","N","N","N","N","20698","6414","27122","2748","(X)","(X)","(X)","(X)","(X)","(X)","25855","1289","77.1","4.1","16.3","3.2","32.2","3.3","10.3","3.5","0.5","0.5","15.6"
"0500000US22051","Jefferson Parish, Louisiana","1.2","106700","3607","15.2","1.5","36.2","2.4","26.7","1.9","10.5","1.6","8.0","1.3","3.4","0.8","435716","*****","64.6","0.8","26.5","0.5","0.5","0.2","4.3","0.1","0.0","0.1","2.5","0.6","1.6","0.4","13.8","*****","53.9","0.1","37.7","(X)","38.4","(X)","30.4","(X)","67276","2109","70228","2539","18330","3417","16914","519","8654","670","2712","792","20805","1968","81633","3400","36746","4436","60377","4843","117852","8348","80890","10263","136922","15524","96355","13675","27355","788","31729","1121","17824","1168","17765","7637","29219","5913","N","N","21752","4588","15460","4453","19390","1608","34178","1271","(X)","(X)","(X)","(X)","(X)","(X)","169033","2463","77.6","1.2","16.0","1.1","30.7","1.2","5.8","0.8","1.2","0.3","16.1"
"0500000US22055","Lafayette Parish, Louisiana","1.7","53704","2549","12.4","2.6","31.7","3.5","35.2","3.2","13.1","2.7","6.4","2.0","1.3","0.8","235644","*****","70.5","0.3","26.2","0.4","0.1","0.1","1.8","0.1","0.0","0.1","0.1","0.2","1.3","0.5","4.5","*****","66.4","0.1","28.8","(X)","32.4","(X)","25.1","(X)","75056","4798","79500","5022","16810","5042","17782","1284","10163","1571","N","N","21920","3525","93794","7010","35384","6379","88528","14998","120680","8779","72626","10809","134331","18374","65724","28841","29744","1823","35327","2499","15897","1350","N","N","27242","13019","N","N","N","N","7640","6856","15348","2377","36608","2643","(X)","(X)","(X)","(X)","(X)","(X)","88611","1965","80.8","2.3","16.4","1.8","22.3","2.0","3.3","0.8","0.4","0.3","12.8"
"0500000US22057","Lafourche Parish, Louisiana","1.9","24140","1284","16.6","3.3","41.6","5.8","23.4","3.5","9.5","3.1","6.9","2.3","1.9","1.3","98020","*****","78.9","1.5","13.1","1.3","2.1","0.9","1.0","0.2","0.0","0.2","2.0","1.3","2.8","1.8","4.6","*****","76.6","0.2","35.3","(X)","36.8","(X)","27.7","(X)","60080","3760","62133","4843","14436","6844","16745","1204","9932","1595","806","223","20791","3774","69792","4785","34142","7611","57067","7506","100210","10022","65841","15091","122779","14275","114264","32500","22613","1294","25163","1665","9883","2073","19204","13949","N","N","N","N","17691","11642","15360","8265","18959","5066","25346","1684","(X)","(X)","(X)","(X)","(X)","(X)","34564","1161","78.1","3.2","14.5","2.1","30.0","2.5","7.7","2.2","0.8","0.7","11.8"
"0500000US22063","Livingston Parish, Louisiana","2.0","37642","1730","13.2","3.1","39.8","5.3","29.3","5.0","8.9","3.3","8.2","3.0","0.6","0.7","135751","*****","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","32.2","(X)","30.6","(X)","24.8","(X)","72506","5402","74394","5963","21319","13132","16578","1584","9042","1605","1638","562","21770","3534","75328","5549","40224","10330","60308","8434","98202","8892","88178","19991","107584","12748","95291","30812","26196","1887","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","48943","1164","82.3","2.6","11.8","2.5","27.5","2.6","6.3","2.3","0.6","0.5","13.2"
"0500000US22071","Orleans Parish, Louisiana","0.8","75795","2803","18.8","1.7","41.1","2.5","23.6","1.7","10.0","1.4","4.3","0.9","2.2","0.6","384320","*****","34.8","0.4","59.2","0.4","0.1","0.1","3.0","0.2","0.1","0.1","1.4","0.4","1.5","0.3","5.5","*****","31.1","0.1","38.7","(X)","43.1","(X)","33.3","(X)","65339","3658","69917","3359","30340","10403","14218","466","8145","442","2671","623","34450","10797","85683","6224","31308","8106","71913","10130","152515","15808","67860","7629","132147","21269","80976","11945","28668","1502","48562","3618","16130","801","N","N","53818","23736","N","N","18546","4646","21542","15242","22448","2758","51361","4017","(X)","(X)","(X)","(X)","(X)","(X)","152788","2802","73.8","1.2","15.6","1.1","24.9","1.2","7.8","0.9","2.1","0.4","12.0"
"0500000US22073","Ouachita Parish, Louisiana","1.9","39532","2093","19.7","3.0","34.1","3.8","31.7","3.5","8.8","2.0","3.2","1.2","2.5","1.4","156325","*****","60.0","0.5","37.7","0.4","0.2","0.2","1.0","0.3","0.0","0.1","0.3","0.2","0.9","0.5","2.2","*****","58.5","0.1","24.3","(X)","24.6","(X)","18.3","(X)","57964","3550","63449","4550","12967","5106","16196","1013","8496","753","2831","2086","19863","2085","68363","4667","30076","6153","56943","8285","100658","9648","59178","13437","123743","20601","76548","16568","21933","1236","28625","1749","10881","1172","N","N","44642","23825","N","N","N","N","14596","8651","24111","8975","28669","1826","(X)","(X)","(X)","(X)","(X)","(X)","57766","1833","74.5","2.8","13.1","1.8","27.6","1.8","6.8","1.6","0.8","0.5","14.4"
"0500000US22079","Rapides Parish, Louisiana","2.8","33035","1591","19.3","3.0","36.0","4.1","30.7","3.8","7.0","2.2","5.9","2.1","1.1","0.6","132488","*****","64.0","0.4","31.7","0.8","0.5","0.4","1.5","0.3","0.0","0.1","0.2","0.3","2.1","0.9","2.8","*****","61.6","0.1","28.3","(X)","26.3","(X)","20.1","(X)","56077","4761","59070","3662","25497","17961","14231","987","8405","860","2734","1135","21002","2077","66429","6211","29534","4722","62026","12693","88548","6930","57593","10917","108014","13722","74593","30766","21373","1785","25209","2578","14044","1425","15631","9722","23895","10438","N","N","N","N","11632","5646","10759","3868","25756","2656","(X)","(X)","(X)","(X)","(X)","(X)","46738","1531","69.9","3.1","15.1","2.3","31.8","3.3","11.0","2.2","4.0","1.4","20.1"
"0500000US22097","St. Landry Parish, Louisiana","2.8","18745","1319","27.6","5.0","39.1","6.1","20.2","4.6","7.1","2.7","4.7","2.2","1.2","1.2","83709","*****","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","28.5","(X)","32.1","(X)","23.6","(X)","43584","3845","49287","4121","12346","8127","14437","1153","10276","2420","1257","551","25781","16147","53647","5549","32972","15375","44928","6645","82307","9047","67221","19113","107165","14785","41793","5764","15970","1502","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","28739","1040","62.6","3.9","8.3","1.8","41.7","3.6","10.8","2.5","0.8","0.6","14.6"
"0500000US22103","St. Tammany Parish, Louisiana","2.1","62647","2564","13.7","1.5","34.8","3.2","30.8","2.9","10.4","2.2","6.6","1.4","3.7","1.5","245829","*****","83.0","0.8","11.7","0.7","0.5","0.2","1.5","0.2","0.1","0.1","0.9","0.5","2.3","0.9","5.4","*****","79.2","0.3","28.9","(X)","30.2","(X)","21.6","(X)","83787","4894","84781","5566","15668","4567","18709","1003","8088","1221","1730","1101","24500","2382","94056","6575","44327","4976","84111","14347","124024","10048","75722","9739","128108","16205","112988","31952","30435","1588","32955","1999","18340","3228","20031","15478","20436","6123","N","N","22024","8059","13971","4897","18468","4519","33684","2109","(X)","(X)","(X)","(X)","(X)","(X)","88123","2140","80.1","1.6","22.8","2.0","30.4","1.7","5.8","1.5","1.4","0.7","20.2"
"0500000US22105","Tangipahoa Parish, Louisiana","2.7","30953","2191","17.5","4.0","37.9","5.5","22.2","4.3","13.4","3.7","7.0","3.0","2.0","1.4","127049","*****","67.4","0.3","29.1","0.9","0.2","0.2","0.7","0.3","0.0","0.1","0.2","0.3","2.4","1.0","3.9","*****","63.9","0.1","27.2","(X)","29.0","(X)","20.0","(X)","55825","4685","59213","5950","8675","4238","14672","1581","7904","1141","6122","1807","23734","3453","67758","6449","33202","5796","54841","7960","91916","8592","62523","15349","159607","47268","57671","17350","21410","1641","24950","2222","14566","1880","N","N","11758","7917","N","N","N","N","8174","4484","17612","5868","25364","2292","(X)","(X)","(X)","(X)","(X)","(X)","45786","1819","74.4","3.9","12.3","2.6","29.2","3.5","11.5","2.9","0.9","0.7","17.3"
"0500000US22109","Terrebonne Parish, Louisiana","2.4","27926","1991","20.1","3.6","38.9","5.1","26.2","4.4","10.2","3.3","3.1","1.4","1.5","1.2","113328","*****","71.9","0.4","20.0","0.1","6.0","0.3","1.0","0.3","0.0","0.1","0.4","0.4","0.6","0.5","4.9","*****","67.6","0.1","38.2","(X)","38.8","(X)","30.3","(X)","63280","4859","70249","5593","13889","6004","16097","1339","9174","1999","526","360","17914","3254","70536","6135","28521","7953","62886","8969","112429","13091","61927","12973","106460","21939","82855","37504","23505","1504","26581","1707","14839","2976","14810","13011","34290","20910","N","N","N","N","N","N","16467","6638","27310","1804","(X)","(X)","(X)","(X)","(X)","(X)","39975","1704","75.4","2.9","14.0","2.9","29.0","3.2","7.7","2.1","1.3","0.9","13.3"
"0500000US23001","Androscoggin County, Maine","2.7","26055","1683","13.8","2.6","27.6","3.3","41.5","4.0","6.6","2.1","8.0","2.4","2.5","1.3","107440","*****","92.1","0.3","1.8","0.7","0.2","0.2","0.9","0.3","0.0","0.1","0.1","0.1","4.9","0.9","1.7","*****","91.4","0.1","20.5","(X)","18.9","(X)","15.1","(X)","58079","2921","59842","3248","7094","3131","15939","882","8037","838","2088","895","16124","1997","70787","3841","34034","4882","47534","4631","90911","7261","70983","14274","104293","11376","88909","25049","24433","1130","25535","1199","9575","5325","N","N","15340","3328","N","N","N","N","11735","2676","21602","7824","25497","1199","(X)","(X)","(X)","(X)","(X)","(X)","44267","1395","76.1","2.8","22.7","2.5","32.3","2.5","8.7","2.2","3.8","1.3","23.6"
"0500000US23003","Aroostook County, Maine","1.9","19042","1113","23.8","3.8","35.2","4.0","27.9","3.6","4.9","1.7","7.1","2.1","1.1","0.6","69447","*****","94.9","0.3","0.7","0.3","1.8","0.3","0.5","0.2","0.0","0.1","0.3","0.2","1.7","0.5","1.1","*****","94.5","0.1","28.6","(X)","28.7","(X)","22.3","(X)","46417","2972","50364","4703","4379","1153","15193","758","8176","714","1332","511","17647","1701","55750","4552","29948","3855","40539","3516","85315","12615","66500","10887","93024","8003","62496","9096","20919","1223","21351","1258","N","N","8929","2405","13637","5990","N","N","N","N","5694","2658","N","N","21393","1268","(X)","(X)","(X)","(X)","(X)","(X)","30146","888","66.8","2.7","19.8","2.5","40.4","2.5","10.2","2.1","5.6","1.9","19.8"
"0500000US23005","Cumberland County, Maine","1.6","72125","2182","12.3","1.5","29.6","2.9","39.2","2.5","7.3","1.2","9.2","1.4","2.3","1.0","287797","*****","92.2","0.4","2.9","0.3","0.3","0.2","2.0","0.3","0.0","0.1","0.5","0.4","2.1","0.5","1.9","*****","90.8","0.3","26.1","(X)","26.3","(X)","20.9","(X)","85510","4628","84540","4752","24429","6096","17876","713","9874","1222","2936","1018","20791","1908","102691","5534","65363","13852","79022","8629","126158","9167","87325","20211","144288","16862","88660","19796","35769","1931","37128","2041","11259","3459","21615","8294","26787","5717","N","N","N","N","23739","11581","17769","3982","37420","2044","(X)","(X)","(X)","(X)","(X)","(X)","117186","2107","79.5","1.4","30.3","2.2","30.1","1.2","4.5","0.9","2.1","0.6","18.3"
"0500000US23011","Kennebec County, Maine","2.1","30820","1969","17.8","2.8","31.3","3.9","33.7","4.0","7.1","2.1","7.6","2.2","2.5","1.8","121112","*****","96.4","0.1","0.8","0.3","0.6","0.3","1.0","0.2","0.0","0.1","0.0","0.1","1.2","0.5","1.5","*****","94.9","0.1","23.6","(X)","25.4","(X)","20.1","(X)","58166","3253","59621","3694","8148","2185","17221","846","9442","2910","1745","720","20357","2538","70599","4351","39398","5023","54805","5435","91827","7637","62852","11462","111958","13793","100365","103977","24911","1285","25226","1281","N","N","29909","17589","10320","7445","N","N","N","N","21069","9102","35197","11851","25068","1338","(X)","(X)","(X)","(X)","(X)","(X)","50219","1707","74.0","2.4","19.8","2.3","36.5","2.5","5.1","1.6","3.9","1.4","20.5"
"0500000US23019","Penobscot County, Maine","1.6","36517","1784","20.4","3.1","27.3","3.5","34.6","3.3","9.3","2.4","7.7","1.9","0.8","0.6","153414","*****","94.7","0.3","1.0","0.1","1.0","0.3","1.4","0.1","0.0","0.1","0.3","0.3","1.6","0.4","1.3","*****","93.9","0.3","23.8","(X)","22.4","(X)","19.6","(X)","55570","2768","60232","3559","9454","2347","16618","709","10120","1337","1882","502","19412","2231","68324","4347","32812","5176","50601","6433","91815","6864","68605","9355","117882","13877","84959","25841","23475","1156","23692","1149","N","N","17620","6039","28711","15589","N","N","N","N","12795","4382","36133","25438","23463","1056","(X)","(X)","(X)","(X)","(X)","(X)","61218","1771","69.4","2.3","21.6","2.2","36.2","2.0","7.5","1.7","5.5","1.5","18.1"
"0500000US23031","York County, Maine","1.8","55474","2396","14.2","2.0","29.4","3.6","34.4","3.2","9.3","2.1","10.6","2.0","2.0","0.9","200710","*****","96.2","0.1","0.8","0.2","0.5","0.2","1.0","0.3","0.0","0.1","0.1","0.1","1.3","0.5","1.7","*****","94.7","0.1","24.1","(X)","22.7","(X)","17.6","(X)","73802","4381","72908","4836","16480","3992","17171","749","10394","1293","2019","718","21780","4150","85060","6078","48312","6564","62002","8776","113092","13303","72264","11097","122458","12838","64092","13927","31060","1918","31417","2039","21359","10093","11065","4893","35798","30567","N","N","N","N","13379","6437","22318","6903","31581","2084","(X)","(X)","(X)","(X)","(X)","(X)","83504","2119","78.0","1.8","26.4","2.4","34.3","1.9","4.5","1.0","3.1","1.0","21.4"
"0500000US24001","Allegany County, Maryland","2.4","18481","1206","22.1","3.2","28.4","4.0","32.1","4.1","9.3","2.6","5.8","2.0","2.3","1.1","72952","*****","88.3","0.5","7.8","1.0","0.2","0.2","0.7","0.3","0.0","0.2","0.3","0.2","2.7","1.0","1.6","*****","87.2","0.2","24.6","(X)","26.6","(X)","21.1","(X)","54222","3695","59415","5050","6300","1970","17587","1235","9143","1190","3050","1341","18132","2883","67420","5849","30918","5395","56161","14233","87320","7199","89265","30892","114431","28709","71083","28221","21311","1412","23311","1560","4605","3044","N","N","N","N","N","N","N","N","8676","4568","14791","7030","23394","1576","(X)","(X)","(X)","(X)","(X)","(X)","29348","1166","67.9","3.3","18.5","2.6","38.2","2.5","7.8","2.2","3.2","1.4","24.3"
"0500000US24003","Anne Arundel County, Maryland","1.3","138956","3381","10.3","1.0","27.8","1.9","37.9","2.1","10.2","1.4","9.1","1.2","4.7","0.9","560133","*****","74.9","0.7","16.7","0.4","0.2","0.1","3.8","0.3","0.0","0.1","1.6","0.6","2.9","0.4","7.2","*****","70.0","0.1","31.4","(X)","32.0","(X)","25.8","(X)","108465","3525","106340","3524","16457","3382","18930","715","10904","1138","3285","1000","33412","1740","123066","4721","67814","5779","96355","10767","154412","7912","93604","7145","168990","14089","124356","15040","40553","1208","43882","1513","31631","2498","23066","11308","39268","6847","N","N","18073","4913","20737","5712","23610","3963","45158","1560","(X)","(X)","(X)","(X)","(X)","(X)","203775","2331","84.0","1.0","28.8","1.5","26.2","0.9","3.2","0.7","1.6","0.4","22.7"
"0500000US24005","Baltimore County, Maryland","0.7","203652","3923","12.2","1.1","33.6","1.5","32.4","1.7","10.5","1.2","8.5","0.9","2.8","0.6","826925","*****","62.5","0.4","27.8","0.3","0.2","0.1","5.9","0.2","0.0","0.1","1.2","0.3","2.4","0.3","5.0","*****","59.6","0.1","35.7","(X)","35.9","(X)","29.9","(X)","90540","2345","91976","2582","17602","2683","19450","491","10622","1122","4013","1107","26097","2230","107281","2933","53477","5999","82504","5917","145260","6058","87844","5901","155854","9154","122980","15696","35328","942","40162","1344","27722","1251","25463","8409","30098","3379","18754","13868","18710","3356","19682","3468","22027","3314","40947","1349","(X)","(X)","(X)","(X)","(X)","(X)","311099","2817","80.0","1.0","22.0","0.9","29.5","0.8","4.9","0.6","2.6","0.4","20.0"
"0500000US24009","Calvert County, Maryland","3.1","22957","1391","13.1","2.8","27.6","4.6","32.2","4.4","13.8","3.2","10.5","2.7","2.7","1.6","90613","*****","81.8","0.5","11.6","1.0","0.4","0.5","1.7","0.6","0.0","0.2","0.7","0.4","4.0","1.1","3.5","*****","79.0","0.1","33.1","(X)","34.0","(X)","23.5","(X)","107312","6576","107502","7331","13050","4097","19558","1451","12285","6072","1835","787","31955","5254","115459","7447","70613","16990","82768","13436","150748","15913","107227","13160","161741","22819","107688","31825","37663","2551","40061","2822","29044","5529","N","N","41654","40943","N","N","43337","21816","13928","6625","20107","8519","40940","2950","(X)","(X)","(X)","(X)","(X)","(X)","31200","966","80.9","2.9","24.8","3.6","28.5","3.0","2.8","1.2","4.2","2.2","28.5"
"0500000US24013","Carroll County, Maryland","2.0","44649","1376","8.8","1.4","27.1","2.6","34.8","3.0","10.0","2.3","15.3","1.9","4.0","1.5","167830","*****","92.7","0.3","3.2","0.4","0.1","0.2","1.7","0.3","0.1","0.1","0.6","0.3","1.6","0.5","3.0","*****","90.2","0.1","27.3","(X)","25.6","(X)","21.5","(X)","103746","6635","104463","7059","11770","4797","19039","1015","11158","1908","3614","1212","31258","4269","119779","7843","74635","26896","84510","6261","146642","18262","85585","9791","164665","15197","137741","27365","37452","2231","38666","2375","25458","11728","N","N","21345","6643","N","N","25951","7387","14452","6512","21093","6548","39225","2444","(X)","(X)","(X)","(X)","(X)","(X)","59430","1332","81.4","1.6","27.0","2.5","31.2","1.7","3.2","1.0","1.7","1.0","25.3"
"0500000US24015","Cecil County, Maryland","2.9","25826","1708","16.5","3.2","27.7","4.7","33.1","4.7","10.0","3.1","10.3","2.7","2.3","1.6","102383","*****","89.3","0.5","6.8","0.9","0.4","0.3","1.6","0.1","0.2","0.3","0.2","0.3","1.6","1.0","4.1","*****","85.9","0.1","29.8","(X)","30.2","(X)","22.9","(X)","73671","4072","78683","5114","8114","2344","18691","1494","10193","1728","3265","1751","20348","2903","84639","5331","42834","7129","70387","8335","109094","11768","76915","13556","113950","12872","106649","31977","27448","1489","28742","1564","18576","4820","11643","7154","N","N","N","N","N","N","N","N","18301","5323","29162","1579","(X)","(X)","(X)","(X)","(X)","(X)","36857","1432","76.4","3.0","15.4","2.3","31.0","2.4","5.8","1.8","1.5","0.8","23.1"
"0500000US24017","Charles County, Maryland","2.7","41211","1786","9.7","1.6","32.1","3.3","31.2","3.9","11.9","2.4","11.1","2.3","4.0","1.2","154747","*****","47.5","1.0","42.2","1.7","0.4","0.1","2.8","0.6","0.1","0.1","1.3","0.9","5.6","1.6","5.3","*****","44.5","0.1","34.1","(X)","35.1","(X)","25.3","(X)","100447","4328","99013","4743","12605","5026","17065","1241","9732","1647","4889","2715","30014","2761","111701","5247","53177","10733","78118","6187","139076","8662","102669","8724","179288","16933","148533","26924","35978","1297","41799","1954","31119","2191","46472","24450","47800","15832","N","N","24086","9559","19077","4205","26011","5528","42636","2005","(X)","(X)","(X)","(X)","(X)","(X)","54600","1126","83.8","2.2","18.4","2.9","24.7","1.9","3.7","1.0","1.6","0.7","28.1"
"0500000US24021","Frederick County, Maryland","1.6","63802","2118","10.0","1.5","28.3","2.8","39.2","2.5","9.4","1.8","9.3","1.5","3.8","1.2","243675","*****","81.2","0.9","9.3","0.7","0.2","0.1","4.5","0.3","0.1","0.1","1.3","0.6","3.4","0.7","8.4","*****","75.5","0.3","26.7","(X)","26.1","(X)","21.1","(X)","98721","3304","97778","3493","14750","2940","18678","946","9254","1321","2415","1094","25837","2180","111238","4006","59877","10087","83582","6500","137032","6910","88998","9041","156279","13009","130625","46646","36907","1192","38727","1354","31324","4626","26432","15148","34491","5720","N","N","21613","10667","17938","4162","26260","4311","39518","1408","(X)","(X)","(X)","(X)","(X)","(X)","89084","1313","84.5","1.4","27.0","1.8","27.3","1.5","2.7","0.8","1.8","0.6","20.4"
"0500000US24025","Harford County, Maryland","1.8","66093","2094","12.1","1.5","29.2","2.6","32.9","2.4","10.9","1.9","12.4","1.9","2.4","0.8","250105","*****","78.8","0.8","13.7","0.5","0.2","0.1","3.0","0.3","0.0","0.1","1.9","0.8","2.3","0.6","4.2","*****","76.8","0.6","35.3","(X)","34.9","(X)","30.0","(X)","95440","3221","97168","3414","9255","2036","18892","704","11191","1464","2652","1731","28060","2599","109050","4083","47176","5343","87409","8304","132340","7320","94518","10460","165792","14050","135529","34812","35541","1104","38057","1371","26148","2466","19554","6252","28353","9322","N","N","29726","6210","20792","7478","26912","3303","38362","1405","(X)","(X)","(X)","(X)","(X)","(X)","92304","1356","81.6","1.7","24.7","1.9","30.4","1.4","4.7","1.1","1.9","0.8","23.3"
"0500000US24027","Howard County, Maryland","1.5","81063","2367","7.4","1.2","27.2","2.3","41.8","2.6","8.9","1.6","11.5","1.6","3.2","1.2","309284","*****","60.0","0.7","18.7","0.4","0.2","0.1","16.4","0.5","0.0","0.1","0.8","0.3","3.8","0.8","6.4","*****","55.2","0.2","25.1","(X)","24.8","(X)","20.0","(X)","130426","5034","126348","4765","17121","3902","20476","1216","9269","1582","2695","1214","41487","7312","146130","6143","76297","11863","102709","7467","179655","9172","105443","11858","211908","19837","115550","23715","46988","1729","54152","2549","36091","3319","38186","16344","40198","2905","N","N","21625","10401","22961","5516","29110","6108","56092","2563","(X)","(X)","(X)","(X)","(X)","(X)","109651","1898","88.7","1.1","31.4","1.9","20.6","1.2","1.8","0.6","1.5","0.5","17.5"
"0500000US24031","Montgomery County, Maryland","0.7","251320","4125","8.2","0.6","28.7","1.5","38.4","1.3","10.1","0.9","10.9","0.9","3.7","0.6","1030447","*****","54.4","0.8","17.9","0.3","0.3","0.1","14.7","0.2","0.1","0.1","8.7","0.8","3.8","0.5","18.7","*****","45.8","0.1","25.6","(X)","26.4","(X)","20.6","(X)","131746","2398","128386","2639","25106","2819","19738","527","9570","986","3983","1466","43148","2464","152641","3316","85402","6470","122242","7422","190223","5332","120890","10916","188875","12040","127565","18617","47978","914","60750","1678","33527","1768","26313","10311","43816","2090","42703","35396","16347","1054","24183","2819","22671","1337","66880","1704","(X)","(X)","(X)","(X)","(X)","(X)","364854","3099","85.6","0.6","33.9","1.0","22.8","0.6","2.4","0.3","2.0","0.3","17.1"
